ingrl;sexo;edad;escol;lningrl;edad2
730;1;41;17;6.5930448;1681
600;0;29;18;6.3969297;841
210;1;29;18;5.3471074;841
150;1;52;2;5.0106354;2704
290;0;46;14;5.6698809;2116
290;0;38;12;5.6698809;1444
455;1;37;9;6.1202974;1369
455;1;35;8;6.1202974;1225
150;1;60;8;5.0106354;3600
335;1;58;10;5.8141303;3364
1300;1;48;18;7.1701198;2304
450;0;37;17;6.1092477;1369
343;0;27;17;5.8377304;729
450;1;23;17;6.1092477;529
300;1;64;6;5.7037826;4096
408;1;36;12;6.0112672;1296
300;1;58;6;5.7037826;3364
300;1;52;12;5.7037826;2704
300;1;56;12;5.7037826;3136
450;0;52;18;6.1092477;2704
348;0;21;13;5.8522024;441
1335;1;42;17;7.1966867;1764
465;0;31;17;6.1420374;961
1100;1;40;12;7.0030656;1600
550;0;41;12;6.3099184;1681
208;1;57;10;5.3375382;3249
480;1;75;5;6.1737862;5625
480;1;38;15;6.1737862;1444
450;1;54;14;6.1092477;2916
490;0;54;8;6.1944056;2916
110;1;70;6;4.7004805;4900
535;0;28;16;6.2822666;784
475;1;26;17;6.1633148;676
450;1;38;13;6.1092477;1444
348;0;40;15;5.8522024;1600
600;1;51;17;6.3969297;2601
320;1;48;6;5.768321;2304
415;0;42;8;6.0282784;1764
318;1;25;14;5.7620516;625
318;0;24;13;5.7620516;576
500;1;48;17;6.2146082;2304
400;1;60;12;5.9914646;3600
480;1;66;17;6.1737862;4356
675;1;52;17;6.5147128;2704
50;1;21;14;3.9120231;441
383;1;52;10;5.9480348;2704
350;0;49;12;5.857933;2401
0;1;38;12;;1444
400;1;37;12;5.9914646;1369
560;0;32;10;6.3279366;1024
540;0;29;12;6.2915692;841
360;1;32;12;5.8861041;1024
525;1;58;9;6.2633982;3364
347;1;73;6;5.8493247;5329
282;0;45;12;5.6419072;2025
412;1;42;6;6.0210233;1764
402;0;40;12;5.9964519;1600
390;0;19;12;5.9661469;361
388;1;22;10;5.9610052;484
348;1;42;6;5.8522024;1764
20;0;48;2;2.9957323;2304
154;0;66;12;5.0369525;4356
555;1;40;17;6.3189683;1600
494;1;38;12;6.2025356;1444
359;1;41;9;5.8833222;1681
19;0;56;6;2.9444389;3136
0;1;59;11;;3481
532;1;26;17;6.2766433;676
398;1;43;12;5.9864521;1849
240;0;40;12;5.480639;1600
600;1;64;9;6.3969297;4096
38;0;37;13;3.6375861;1369
567;1;34;12;6.3403592;1156
500;1;30;12;6.2146082;900
300;1;40;6;5.7037826;1600
40;0;33;10;3.6888795;1089
0;0;32;12;;1024
340;1;68;6;5.8289456;4624
217;0;66;2;5.3798971;4356
300;1;41;12;5.7037826;1681
320;1;42;12;5.768321;1764
222;1;36;12;5.4026775;1296
180;0;31;6;5.1929569;961
666;0;57;17;6.5012898;3249
468;1;33;14;6.1484685;1089
1080;1;42;17;6.9847164;1764
350;0;30;17;5.857933;900
0;1;61;6;;3721
350;0;33;16;5.857933;1089
350;0;31;17;5.857933;961
512;1;26;17;6.2383246;676
315;1;20;12;5.7525725;400
350;1;28;12;5.857933;784
599;0;24;13;6.3952618;576
10;0;76;0;2.3025851;5776
420;0;40;12;6.0402546;1600
250;1;42;12;5.521461;1764
200;1;21;12;5.2983174;441
293;0;22;12;5.6801724;484
450;1;63;12;6.1092477;3969
850;1;38;12;6.7452364;1444
400;1;54;6;5.9914646;2916
609;1;23;12;6.4118185;529
629;1;29;12;6.4441314;841
160;0;22;12;5.0751739;484
449;1;29;12;6.1070228;841
252;0;46;12;5.529429;2116
200;1;54;6;5.2983174;2916
240;0;24;12;5.480639;576
520;1;68;6;6.253829;4624
1009;1;26;18;6.9167151;676
397;0;28;17;5.9839363;784
1100;1;42;15;7.0030656;1764
555;0;43;19;6.3189683;1849
1455;1;51;18;7.2827611;2601
160;1;29;6;5.0751739;841
800;1;48;11;6.6846118;2304
1920;1;56;16;7.5600805;3136
348;0;56;16;5.8522024;3136
530;1;26;16;6.2728772;676
640;1;23;12;6.4614682;529
400;1;40;14;5.9914646;1600
780;1;54;15;6.6592941;2916
410;0;49;17;6.0161572;2401
680;1;24;12;6.5220928;576
225;0;44;14;5.4161005;1936
200;1;50;12;5.2983174;2500
225;0;40;12;5.4161005;1600
430;1;57;6;6.0637851;3249
445;0;44;12;6.0980744;1936
650;1;50;16;6.4769726;2500
400;0;47;12;5.9914646;2209
260;1;20;12;5.5606818;400
550;1;52;8;6.3099184;2704
318;0;42;12;5.7620516;1764
470;1;52;12;6.1527328;2704
319;0;49;9;5.7651911;2401
80;0;23;10;4.3820267;529
570;1;42;12;6.3456364;1764
348;0;39;11;5.8522024;1521
490;1;46;13;6.1944056;2116
400;1;33;14;5.9914646;1089
338;0;41;12;5.8230457;1681
0;0;23;14;;529
140;1;18;9;4.9416423;324
270;0;79;0;5.5984221;6241
140;1;68;6;4.9416423;4624
567;1;31;12;6.3403592;961
0;0;23;17;;529
95;1;87;3;4.5538769;7569
460;1;50;8;6.1312265;2500
688;1;21;12;6.5337887;441
111;0;18;12;4.7095304;324
360;1;44;14;5.8861041;1936
530;0;43;15;6.2728772;1849
450;1;20;12;6.1092477;400
386;0;35;14;5.9558372;1225
351;0;25;15;5.8607864;625
700;1;67;13;6.5510802;4489
50;0;54;11;3.9120231;2916
400;1;35;11;5.9914646;1225
470;0;22;13;6.1527328;484
615;1;46;14;6.4216223;2116
45;0;50;15;3.8066626;2500
590;1;46;12;6.3801227;2116
440;1;20;13;6.0867748;400
200;1;72;14;5.2983174;5184
80;1;46;12;4.3820267;2116
450;0;52;15;6.1092477;2704
140;1;55;15;4.9416423;3025
380;1;25;16;5.9401712;625
0;1;54;13;;2916
0;0;20;12;;400
880;0;29;15;6.779922;841
320;0;66;12;5.768321;4356
860;1;30;18;6.7569323;900
860;0;28;13;6.7569323;784
655;1;47;12;6.4846354;2209
317;1;33;12;5.7589016;1089
756;1;52;9;6.6280413;2704
659;1;56;12;6.4907236;3136
50;0;55;15;3.9120231;3025
0;1;21;12;;441
600;1;37;18;6.3969297;1369
330;1;20;14;5.7990928;400
518;1;27;12;6.2499752;729
236;0;23;12;5.4638319;529
793;0;39;6;6.6758232;1521
900;0;53;13;6.8023949;2809
300;1;59;13;5.7037826;3481
1450;0;30;19;7.2793188;900
913;1;30;17;6.8167357;900
318;0;25;15;5.7620516;625
955;1;51;14;6.8617115;2601
250;1;24;17;5.521461;576
340;1;33;12;5.8289456;1089
320;1;23;12;5.768321;529
0;0;38;12;;1444
100;0;61;8;4.6051702;3721
260;1;68;6;5.5606818;4624
280;1;22;1;5.6347895;484
406;0;26;17;6.0063534;676
800;1;55;16;6.6846118;3025
594;1;63;12;6.3868794;3969
500;0;41;12;6.2146082;1681
200;1;30;12;5.2983174;900
860;1;25;12;6.7569323;625
60;0;52;5;4.0943446;2704
810;1;51;17;6.6970344;2601
520;0;42;17;6.253829;1764
318;1;23;12;5.7620516;529
1092;1;38;12;6.9957662;1444
420;0;36;12;6.0402546;1296
330;1;33;10;5.7990928;1089
466;0;34;12;6.1441855;1156
488;1;23;12;6.1903152;529
438;0;20;12;6.0822191;400
470;1;55;12;6.1527328;3025
1350;0;49;18;7.20786;2401
494;0;27;17;6.2025356;729
540;1;32;9;6.2915692;1024
350;1;50;6;5.857933;2500
514;0;44;13;6.2422233;1936
390;1;26;8;5.9661469;676
320;1;35;6;5.768321;1225
73;0;89;9;4.2904596;7921
800;1;42;14;6.6846118;1764
365;1;35;12;5.8998976;1225
400;0;38;12;5.9914646;1444
430;1;47;17;6.0637851;2209
300;1;46;4;5.7037826;2116
350;1;47;6;5.857933;2209
200;1;22;12;5.2983174;484
378;1;49;14;5.9348941;2401
300;1;37;10;5.7037826;1369
200;0;32;10;5.2983174;1024
527;1;29;9;6.2672005;841
400;1;56;8;5.9914646;3136
0;1;26;12;;676
309;0;39;12;5.7333412;1521
364;1;44;12;5.8971539;1936
280;1;19;12;5.6347895;361
330;0;59;18;5.7990928;3481
560;1;33;16;6.3279366;1089
438;0;30;15;6.0822191;900
309;0;26;12;5.7333412;676
250;1;67;7;5.521461;4489
530;0;45;12;6.2728772;2025
400;1;41;12;5.9914646;1681
480;1;57;8;6.1737862;3249
520;0;57;18;6.253829;3249
317;1;27;13;5.7589016;729
200;0;23;16;5.2983174;529
0;0;23;14;;529
630;1;74;6;6.4457197;5476
390;1;40;12;5.9661469;1600
517;1;34;12;6.2480431;1156
125;0;62;6;4.8283138;3844
514;1;26;8;6.2422233;676
250;0;51;4;5.521461;2601
695;1;31;12;6.5439119;961
1230;1;29;12;7.1147695;841
130;1;27;15;4.8675346;729
500;1;45;12;6.2146082;2025
240;0;45;12;5.480639;2025
260;0;51;14;5.5606818;2601
838;1;23;12;6.7310181;529
250;1;59;6;5.521461;3481
140;0;55;5;4.9416423;3025
358;1;28;10;5.8805332;784
660;1;34;12;6.49224;1156
150;1;57;8;5.0106354;3249
320;0;52;8;5.768321;2704
160;1;32;6;5.0751739;1024
170;0;32;6;5.1357985;1024
400;1;54;7;5.9914646;2916
230;1;44;6;5.4380794;1936
110;0;46;0;4.7004805;2116
376;0;49;12;5.9295893;2401
405;1;36;12;6.0038872;1296
500;0;46;12;6.2146082;2116
0;0;34;12;;1156
550;1;54;18;6.3099184;2916
1394;0;49;17;7.2399325;2401
100;0;40;3;4.6051702;1600
278;1;36;2;5.6276212;1296
360;1;53;12;5.8861041;2809
318;0;26;13;5.7620516;676
900;0;40;17;6.8023949;1600
490;1;39;12;6.1944056;1521
510;1;44;12;6.2344108;1936
180;0;29;18;5.1929569;841
900;1;43;18;6.8023949;1849
1050;1;33;18;6.9565454;1089
200;0;40;14;5.2983174;1600
1700;1;70;19;7.4383836;4900
250;1;39;12;5.521461;1521
300;1;25;17;5.7037826;625
1140;1;66;19;7.0387836;4356
400;1;51;8;5.9914646;2601
1765;1;51;20;7.4759059;2601
710;0;49;18;6.5652652;2401
130;0;25;18;4.8675346;625
438;1;42;12;6.0822191;1764
580;1;57;10;6.363028;3249
0;1;28;15;;784
492;0;35;14;6.1984787;1225
700;1;31;14;6.5510802;961
501;1;55;12;6.2166061;3025
492;1;29;16;6.1984787;841
0;0;27;16;;729
200;1;71;6;5.2983174;5041
130;0;59;6;4.8675346;3481
550;1;26;12;6.3099184;676
255;1;21;12;5.5412636;441
50;1;72;12;3.9120231;5184
460;1;28;12;6.1312265;784
400;1;28;9;5.9914646;784
292;0;26;17;5.676754;676
430;1;44;6;6.0637851;1936
133;1;16;7;4.8903489;256
280;1;18;6;5.6347895;324
200;1;56;11;5.2983174;3136
318;1;24;12;5.7620516;576
165;1;77;6;5.1059456;5929
185;1;32;6;5.220356;1024
0;0;20;12;;400
100;0;64;9;4.6051702;4096
280;0;45;12;5.6347895;2025
200;0;26;12;5.2983174;676
445;1;38;12;6.0980744;1444
169;1;71;6;5.1298985;5041
300;1;26;12;5.7037826;676
437;1;39;8;6.0799332;1521
475;1;57;12;6.1633148;3249
248;0;52;6;5.5134287;2704
386;1;63;8;5.9558372;3969
388;0;36;14;5.9610052;1296
400;1;40;9;5.9914646;1600
1423;1;26;13;7.2605224;676
50;1;74;6;3.9120231;5476
1400;1;36;12;7.2442274;1296
374;0;27;12;5.9242558;729
205;1;40;9;5.32301;1600
162;1;33;6;5.0875964;1089
136;1;27;6;4.9126549;729
325;0;26;6;5.7838254;676
320;1;23;6;5.768321;529
4120;1;54;19;8.3236084;2916
80;0;49;14;4.3820267;2401
650;0;26;17;6.4769726;676
2200;1;40;19;7.6962128;1600
3600;1;38;18;8.1886892;1444
1520;0;42;18;7.3264656;1764
671;0;24;13;6.508769;576
6620;1;56;20;8.7978506;3136
2000;0;49;17;7.6009026;2401
2880;1;43;19;7.9655457;1849
1700;1;61;20;7.4383836;3721
2750;1;33;18;7.9193563;1089
2580;1;41;19;7.8555446;1681
2550;0;40;19;7.8438487;1600
5000;1;48;19;8.5171928;2304
850;0;47;18;6.7452364;2209
400;1;57;18;5.9914646;3249
990;1;25;16;6.8977051;625
2860;1;44;19;7.9585767;1936
2660;0;42;19;7.8860812;1764
590;0;32;15;6.3801227;1024
1300;1;62;19;7.1701198;3844
1630;1;30;18;7.3963351;900
600;0;28;14;6.3969297;784
2300;1;44;18;7.7406645;1936
200;0;43;12;5.2983174;1849
38;1;77;18;3.6375861;5929
250;0;71;11;5.521461;5041
648;0;45;18;6.4738908;2025
348;1;34;18;5.8522024;1156
320;1;23;10;5.768321;529
1389;1;53;12;7.2363396;2809
80;0;56;12;4.3820267;3136
180;0;50;4;5.1929569;2500
545;1;58;8;6.300786;3364
693;1;29;12;6.5410299;841
210;0;27;11;5.3471074;729
100;0;19;12;4.6051702;361
562;1;40;6;6.331502;1600
280;0;36;12;5.6347895;1296
102;1;18;13;4.6249728;324
26;0;49;11;3.2580965;2401
640;1;51;1;6.4614682;2601
438;1;26;11;6.0822191;676
322;1;22;10;5.7745514;484
442;1;42;12;6.09131;1764
358;1;27;12;5.8805332;729
250;1;22;12;5.521461;484
0;0;40;14;;1600
220;0;48;13;5.3936276;2304
0;0;37;14;;1369
4560;0;36;18;8.4250774;1296
635;1;36;14;6.4536252;1296
358;1;25;5;5.8805332;625
80;0;43;9;4.3820267;1849
62;1;16;10;4.1271343;256
1598;1;44;17;7.3765082;1936
632;1;54;12;6.4488893;2916
192;0;49;12;5.2574954;2401
192;1;32;12;5.2574954;1024
432;0;28;12;6.0684257;784
480;1;39;12;6.1737862;1521
480;1;54;6;6.1737862;2916
829;1;46;17;6.7202201;2116
829;0;51;17;6.7202201;2601
430;1;58;6;6.0637851;3364
330;1;43;11;5.7990928;1849
80;1;42;7;4.3820267;1764
900;1;50;10;6.8023949;2500
2550;1;58;16;7.8438487;3364
350;0;57;12;5.857933;3249
350;1;24;12;5.857933;576
650;0;47;18;6.4769726;2209
440;1;30;10;6.0867748;900
880;1;57;12;6.779922;3249
350;1;50;12;5.857933;2500
660;1;41;16;6.49224;1681
429;0;47;17;6.0614572;2209
2500;1;81;18;7.8240461;6561
368;0;72;6;5.908083;5184
1750;1;49;18;7.467371;2401
510;0;60;12;6.2344108;3600
2300;0;68;10;7.7406645;4624
548;1;61;17;6.3062754;3721
652;0;63;18;6.4800444;3969
2150;1;65;19;7.673223;4225
490;0;24;12;6.1944056;576
0;1;26;12;;676
0;1;42;9;;1764
350;0;47;16;5.857933;2209
0;1;18;12;;324
580;0;26;15;6.363028;676
450;0;72;4;6.1092477;5184
554;0;34;12;6.3171649;1156
650;1;32;9;6.4769726;1024
400;1;47;6;5.9914646;2209
90;0;45;9;4.4998097;2025
230;1;24;12;5.4380794;576
280;1;50;6;5.6347895;2500
230;1;30;7;5.4380794;900
305;1;20;6;5.7203116;400
300;1;32;6;5.7037826;1024
0;0;33;6;;1089
200;0;41;6;5.2983174;1681
309;1;25;8;5.7333412;625
385;1;18;10;5.9532433;324
210;1;58;6;5.3471074;3364
300;1;50;12;5.7037826;2500
319;0;53;12;5.7651911;2809
500;0;24;16;6.2146082;576
529;0;21;12;6.2709885;441
420;0;36;15;6.0402546;1296
346;0;42;6;5.8464389;1764
200;0;69;6;5.2983174;4761
320;1;39;12;5.768321;1521
303;0;41;14;5.7137327;1681
110;1;54;12;4.7004805;2916
547;0;21;14;6.3044486;441
580;1;52;16;6.363028;2704
580;0;47;16;6.363028;2209
348;0;19;12;5.8522024;361
328;1;29;12;5.7930136;841
581;1;29;12;6.3647509;841
492;1;58;16;6.1984787;3364
200;0;50;12;5.2983174;2500
610;1;33;16;6.4134588;1089
536;1;59;12;6.2841344;3481
430;0;54;9;6.0637851;2916
250;1;36;12;5.521461;1296
673;1;40;12;6.5117455;1600
250;1;72;6;5.521461;5184
580;0;45;17;6.363028;2025
400;1;47;12;5.9914646;2209
0;1;23;12;;529
860;1;48;4;6.7569323;2304
1300;0;50;12;7.1701198;2500
437;0;25;16;6.0799332;625
10;1;64;3;2.3025851;4096
200;1;69;2;5.2983174;4761
550;1;34;18;6.3099184;1156
755;0;37;18;6.6267176;1369
0;1;54;13;;2916
600;1;60;6;6.3969297;3600
370;1;34;15;5.9135032;1156
515;1;32;12;6.2441669;1024
0;0;30;12;;900
348;0;57;10;5.8522024;3249
547;1;57;9;6.3044486;3249
1000;0;55;12;6.9077554;3025
348;1;44;12;5.8522024;1936
348;0;34;16;5.8522024;1156
580;1;52;15;6.363028;2704
711;1;26;15;6.5666723;676
70;1;48;12;4.2484951;2304
1500;0;49;17;7.3132205;2401
2735;1;68;20;7.9138865;4624
656;0;49;20;6.4861608;2401
656;0;52;16;6.4861608;2704
500;1;35;12;6.2146082;1225
300;1;53;15;5.7037826;2809
150;0;53;17;5.0106354;2809
600;1;31;16;6.3969297;961
575;1;59;9;6.3543701;3481
575;0;48;8;6.3543701;2304
300;1;24;9;5.7037826;576
565;1;29;10;6.3368258;841
770;1;64;17;6.6463904;4096
360;0;58;6;5.8861041;3364
348;1;32;12;5.8522024;1024
410;1;18;6;6.0161572;324
695;1;31;17;6.5439119;961
1216;1;30;17;7.103322;900
2300;0;47;20;7.7406645;2209
0;1;51;17;;2601
394;0;21;13;5.9763508;441
383;1;34;9;5.9480348;1156
240;0;63;8;5.480639;3969
295;0;34;9;5.6869755;1156
300;1;55;12;5.7037826;3025
280;1;31;17;5.6347895;961
250;1;59;8;5.521461;3481
300;1;51;20;5.7037826;2601
250;0;48;20;5.521461;2304
100;1;49;16;4.6051702;2401
670;0;61;16;6.5072775;3721
435;0;42;16;6.075346;1764
380;1;55;14;5.9401712;3025
220;1;49;13;5.3936276;2401
385;1;20;12;5.9532433;400
600;1;55;11;6.3969297;3025
730;0;48;16;6.5930448;2304
582;1;21;14;6.3664703;441
1480;1;60;20;7.2997975;3600
430;0;52;17;6.0637851;2704
660;1;26;12;6.49224;676
200;1;49;12;5.2983174;2401
1000;0;54;17;6.9077554;2916
450;1;47;16;6.1092477;2209
200;1;42;16;5.2983174;1764
1000;1;68;17;6.9077554;4624
686;0;30;14;6.5308776;900
984;1;23;17;6.8916259;529
467;0;51;14;6.1463294;2601
1800;1;46;17;7.495542;2116
480;0;45;17;6.1737862;2025
900;1;45;15;6.8023949;2025
650;0;42;14;6.4769726;1764
491;0;24;17;6.196444;576
3281;1;51;16;8.0959034;2601
875;0;50;17;6.7742238;2500
1000;1;23;16;6.9077554;529
700;1;52;17;6.5510802;2704
6900;0;50;17;8.8392763;2500
1636;1;41;16;7.4000096;1681
900;0;54;17;6.8023949;2916
783;0;25;17;6.6631327;625
800;0;58;17;6.6846118;3364
355;1;28;17;5.872118;784
400;1;23;17;5.9914646;529
500;1;25;17;6.2146082;625
2940;1;47;18;7.986165;2209
550;0;45;14;6.3099184;2025
1000;1;43;12;6.9077554;1849
1095;1;37;17;6.9985094;1369
875;0;35;12;6.7742238;1225
1200;1;53;15;7.0900769;2809
1660;1;36;17;7.4145727;1296
1235;0;37;17;7.1188264;1369
2340;1;39;16;7.7579064;1521
220;1;54;12;5.3936276;2916
740;0;44;17;6.6066504;1936
815;0;28;18;6.7031879;784
320;0;25;16;5.768321;625
546;1;48;14;6.302619;2304
470;1;61;18;6.1527328;3721
689;1;51;12;6.5352411;2601
50;0;46;12;3.9120231;2116
100;1;23;12;4.6051702;529
546;0;59;16;6.302619;3481
399;0;30;17;5.9889612;900
449;0;47;12;6.1070228;2209
600;1;77;6;6.3969297;5929
372;0;31;18;5.9188938;961
1530;1;36;12;7.3330231;1296
371;0;27;13;5.9162021;729
640;1;25;13;6.4614682;625
790;0;24;17;6.6720328;576
2300;1;57;17;7.7406645;3249
1160;0;52;14;7.0561752;2704
1110;1;59;17;7.0121155;3481
669;1;44;14;6.505784;1936
350;0;25;12;5.857933;625
700;1;52;13;6.5510802;2704
850;1;48;17;6.7452364;2304
400;1;40;12;5.9914646;1600
420;0;60;12;6.0402546;3600
1520;1;40;17;7.3264656;1600
100;0;41;17;4.6051702;1681
300;0;61;12;5.7037826;3721
630;1;33;12;6.4457197;1089
774;0;54;15;6.6515718;2916
0;1;27;16;;729
320;0;28;14;5.768321;784
30;0;39;17;3.4011974;1521
560;1;52;16;6.3279366;2704
650;1;50;15;6.4769726;2500
2635;1;32;15;7.8766384;1024
200;1;48;12;5.2983174;2304
80;1;23;12;4.3820267;529
318;0;22;14;5.7620516;484
1580;1;58;16;7.36518;3364
0;1;28;14;;784
500;0;40;12;6.2146082;1600
100;1;53;12;4.6051702;2809
322;1;37;12;5.7745514;1369
700;1;60;17;6.5510802;3600
740;0;28;12;6.6066504;784
380;0;47;6;5.9401712;2209
374;1;27;10;5.9242558;729
495;1;40;12;6.2045579;1600
750;1;53;10;6.6200733;2809
438;1;36;6;6.0822191;1296
438;1;25;10;6.0822191;625
240;1;73;3;5.480639;5329
290;1;30;6;5.6698809;900
700;1;49;7;6.5510802;2401
373;1;27;12;5.9215784;729
330;1;35;6;5.7990928;1225
348;1;28;12;5.8522024;784
350;0;29;15;5.857933;841
500;0;58;9;6.2146082;3364
200;1;26;12;5.2983174;676
500;0;48;6;6.2146082;2304
0;0;40;9;;1600
623;1;51;17;6.4345465;2601
0;0;22;8;;484
300;1;20;12;5.7037826;400
0;1;20;12;;400
150;1;38;6;5.0106354;1444
525;1;30;12;6.2633982;900
75;0;60;12;4.3174882;3600
526;0;30;12;6.2653012;900
746;0;28;20;6.6147256;784
210;1;35;12;5.3471074;1225
300;1;31;9;5.7037826;961
348;1;63;1;5.8522024;3969
80;0;44;12;4.3820267;1936
750;1;58;16;6.6200733;3364
656;1;25;16;6.4861608;625
1200;1;56;12;7.0900769;3136
700;1;31;12;6.5510802;961
348;1;21;11;5.8522024;441
368;0;43;5;5.908083;1849
190;0;25;9;5.2470241;625
260;1;36;12;5.5606818;1296
280;0;22;12;5.6347895;484
296;0;65;6;5.6903596;4225
150;0;42;14;5.0106354;1764
230;1;24;13;5.4380794;576
600;1;44;6;6.3969297;1936
260;0;41;6;5.5606818;1681
0;1;21;12;;441
318;1;20;12;5.7620516;400
348;1;42;8;5.8522024;1764
45;0;34;8;3.8066626;1156
0;1;19;12;;361
80;0;66;3;4.3820267;4356
120;0;59;6;4.7874918;3481
529;1;31;12;6.2709885;961
230;0;36;12;5.4380794;1296
230;1;19;12;5.4380794;361
204;0;57;6;5.31812;3249
70;0;33;4;4.2484951;1089
250;1;65;0;5.521461;4225
120;0;45;5;4.7874918;2025
320;0;50;6;5.768321;2500
410;0;27;12;6.0161572;729
467;1;33;12;6.1463294;1089
90;0;31;6;4.4998097;961
348;1;32;12;5.8522024;1024
550;1;54;6;6.3099184;2916
0;1;61;6;;3721
475;0;30;6;6.1633148;900
2763;0;49;17;7.9240723;2401
1347;0;52;17;7.2056351;2704
400;1;33;18;5.9914646;1089
1100;1;42;15;7.0030656;1764
1300;1;49;18;7.1701198;2401
1220;0;50;17;7.106606;2500
2000;1;50;17;7.6009026;2500
3400;1;49;17;8.1315308;2401
1000;0;48;14;6.9077554;2304
900;0;24;16;6.8023949;576
900;1;21;16;6.8023949;441
2187;1;43;12;7.6902862;1849
652;0;29;15;6.4800444;841
432;0;28;16;6.0684257;784
429;0;23;14;6.0614572;529
3500;1;62;17;8.1605186;3844
1100;0;62;20;7.0030656;3844
100;1;42;9;4.6051702;1764
123;1;40;9;4.8121843;1600
2230;0;27;18;7.7097569;729
700;1;45;12;6.5510802;2025
950;1;51;8;6.856462;2601
1640;0;31;19;7.4024515;961
1720;1;45;17;7.4500794;2025
960;0;25;19;6.8669333;625
1030;0;23;17;6.937314;529
850;1;19;13;6.7452364;361
182;0;60;12;5.2040067;3600
320;1;56;12;5.768321;3136
500;1;64;14;6.2146082;4096
5558;0;40;18;8.6229935;1600
150;1;63;12;5.0106354;3969
531;0;21;12;6.2747622;441
2000;1;54;17;7.6009026;2916
875;0;26;17;6.7742238;676
589;1;49;15;6.3784261;2401
570;0;28;17;6.3456364;784
4000;1;31;19;8.2940493;961
595;0;35;17;6.3885612;1225
767;0;26;17;6.6424866;676
1000;1;73;10;6.9077554;5329
628;1;56;15;6.4425402;3136
1320;0;36;18;7.1853871;1296
890;1;46;15;6.7912216;2116
1420;1;37;17;7.2584124;1369
642;0;37;13;6.4645882;1369
1334;1;27;18;7.1959372;729
437;0;25;18;6.0799332;625
280;0;40;12;5.6347895;1600
320;1;20;13;5.768321;400
290;1;65;6;5.6698809;4225
966;1;33;17;6.8731637;1089
387;1;28;12;5.9584246;784
610;0;34;12;6.4134588;1156
544;1;40;17;6.2989492;1600
807;1;39;14;6.6933236;1521
717;0;58;17;6.5750756;3364
608;1;48;13;6.4101748;2304
311;1;20;12;5.7397928;400
445;0;64;12;6.0980744;4096
580;0;29;12;6.363028;841
1024;1;44;12;6.9314718;1936
330;1;31;12;5.7990928;961
400;0;51;18;5.9914646;2601
1000;1;54;9;6.9077554;2916
220;1;65;12;5.3936276;4225
240;0;60;8;5.480639;3600
826;1;42;12;6.7165947;1764
560;0;44;17;6.3279366;1936
850;1;55;18;6.7452364;3025
860;0;25;16;6.7569323;625
401;0;23;17;5.9939613;529
1068;1;42;18;6.9735432;1764
422;0;37;18;6.0450053;1369
300;0;27;12;5.7037826;729
1790;1;60;17;7.4899707;3600
348;0;23;15;5.8522024;529
330;1;47;12;5.7990928;2209
749;0;44;14;6.6187391;1936
700;0;23;15;6.5510802;529
610;1;53;17;6.4134588;2809
660;0;46;13;6.49224;2116
0;0;29;14;;841
375;1;34;12;5.9269261;1156
130;1;53;6;4.8675346;2809
165;1;51;6;5.1059456;2601
229;0;30;6;5.433722;900
548;1;33;8;6.3062754;1089
616;1;67;6;6.4232469;4489
537;0;29;17;6.2859979;841
780;0;36;6;6.6592941;1296
600;1;50;9;6.3969297;2500
493;1;33;6;6.2005091;1089
347;0;30;10;5.8493247;900
582;1;32;13;6.3664703;1024
250;1;50;6;5.521461;2500
200;0;46;6;5.2983174;2116
250;1;42;12;5.521461;1764
400;1;58;6;5.9914646;3364
250;1;23;12;5.521461;529
814;1;25;12;6.7019606;625
445;1;38;10;6.0980744;1444
150;0;28;9;5.0106354;784
500;1;36;18;6.2146082;1296
537;1;44;17;6.2859979;1936
155;1;69;6;5.0434251;4761
494;0;34;0;6.2025356;1156
84;1;60;0;4.4308167;3600
115;0;36;6;4.7449322;1296
318;1;81;6;5.7620516;6561
495;0;28;12;6.2045579;784
508;1;21;12;6.2304816;441
623;1;29;9;6.4345465;841
366;0;28;6;5.9026332;784
400;1;49;12;5.9914646;2401
358;0;39;12;5.8805332;1521
488;1;37;4;6.1903152;1369
450;0;27;12;6.1092477;729
132;0;57;6;4.882802;3249
450;1;33;6;6.1092477;1089
350;1;48;6;5.857933;2304
73;1;64;6;4.2904596;4096
320;1;38;6;5.768321;1444
130;0;33;8;4.8675346;1089
400;1;36;6;5.9914646;1296
300;0;31;12;5.7037826;961
353;0;43;6;5.866468;1849
0;0;21;12;;441
547;1;54;3;6.3044486;2916
348;1;29;12;5.8522024;841
424;1;29;6;6.0497336;841
2000;1;27;16;7.6009026;729
366;1;54;9;5.9026332;2916
390;1;65;6;5.9661469;4225
340;1;21;6;5.8289456;441
400;1;24;10;5.9914646;576
320;1;39;6;5.768321;1521
364;1;19;12;5.8971539;361
220;0;54;6;5.3936276;2916
325;0;34;12;5.7838254;1156
470;1;42;12;6.1527328;1764
165;1;76;2;5.1059456;5776
150;0;55;5;5.0106354;3025
210;0;57;10;5.3471074;3249
250;1;40;12;5.521461;1600
318;1;41;12;5.7620516;1681
317;0;40;15;5.7589016;1600
400;1;58;3;5.9914646;3364
398;0;51;6;5.9864521;2601
450;0;26;12;6.1092477;676
356;0;48;12;5.8749309;2304
362;1;23;12;5.891644;529
364;1;21;13;5.8971539;441
480;1;42;12;6.1737862;1764
392;0;48;8;5.971262;2304
430;1;61;9;6.0637851;3721
365;0;44;7;5.8998976;1936
